mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_18557,O=C1CC2CCCN12,3.56004,2.10577,1.60778,3.6527,67.83,-0.2392,0.0142,0.2535,830.0003,0.14509,-363.895508,-363.888856,-363.887912,-363.926475,25.692,-1671.670798,-1682.60577,-1692.089314,-1557.352464
gdb_18558,O=C1CC2CCOC12,3.57211,2.06859,1.63196,3.4637,63.67,-0.2291,-0.0334,0.1957,812.3256,0.131703,-383.748414,-383.741782,-383.740838,-383.77958,25.401,-1591.638928,-1601.697897,-1610.588445,-1484.183032
gdb_18559,O=C1CC2COCC12,3.83136,1.96185,1.58777,3.0492,64.11,-0.2396,-0.025,0.2146,821.3093,0.131769,-383.751666,-383.74506,-383.744116,-383.782888,25.217,-1593.679587,-1603.754872,-1612.645419,-1486.258832
gdb_18560,O=C1CC2OCCC12,3.70262,2.00737,1.60652,1.6695,63.79,-0.2397,-0.0284,0.2113,815.6551,0.131521,-383.753169,-383.746518,-383.745574,-383.784349,25.483,-1594.622733,-1604.66978,-1613.560327,-1487.175622
gdb_18561,O=C1CC2OCOC12,3.80879,2.09695,1.66288,2.0904,56.72,-0.2392,-0.0453,0.1939,767.6318,0.107488,-419.671047,-419.664618,-419.663674,-419.702103,23.914,-1406.757206,-1415.165827,-1422.870382,-1312.347222
gdb_18562,O=C1CN2CCCC12,3.77568,1.96331,1.57449,2.4646,67.5,-0.2289,-0.0251,0.2038,841.1656,0.143975,-363.866522,-363.859817,-363.858873,-363.897571,26.027,-1653.481822,-1664.383536,-1673.86708,-1539.214944
gdb_18563,O=C1NC2CCCC12,3.68195,1.99491,1.62581,3.7309,67.56,-0.2425,0.0361,0.2785,830.6742,0.145115,-363.90712,-363.900417,-363.899473,-363.938002,26.219,-1678.957433,-1689.860402,-1699.343945,-1564.58576
gdb_18564,O=C1NC2CCOC12,3.83102,2.05697,1.66061,4.4706,60.66,-0.2354,0.0208,0.2561,787.0349,0.121248,-399.821742,-399.815302,-399.814358,-399.852467,24.602,-1489.048737,-1498.339007,-1506.636559,-1387.693483
gdb_18565,O=C1NC2COCC12,3.8796,2.04365,1.66896,3.813,60.85,-0.2489,0.027,0.2759,783.9955,0.121324,-399.823098,-399.816725,-399.815781,-399.853688,24.381,-1489.899639,-1499.231953,-1507.529504,-1388.459671
gdb_18566,O=C1OC2CCCC12,3.76144,2.028,1.65968,4.1911,63.25,-0.2681,0.0117,0.2798,807.284,0.133162,-383.790362,-383.784021,-383.783076,-383.820903,24.652,-1617.961675,-1628.20325,-1637.09317,-1510.113586
gdb_18567,O=C1OC2CCNC12,3.81497,2.07154,1.67848,4.967,59.87,-0.2444,0.0036,0.248,783.8483,0.121843,-399.825513,-399.819291,-399.818347,-399.855955,24.072,-1491.415073,-1500.842141,-1509.139692,-1389.882234
gdb_18568,O=C1OC2CCOC12,3.8863,2.10033,1.70142,4.0288,56.36,-0.2586,-0.0062,0.2524,762.5758,0.109189,-419.703392,-419.697294,-419.696349,-419.733798,23.084,-1427.053985,-1435.670311,-1443.374239,-1332.23612
gdb_18569,O=C1OC2COCC12,3.9921,2.06238,1.69139,4.276,56.63,-0.2702,0.0036,0.2738,764.0526,0.109219,-419.704917,-419.698858,-419.697914,-419.735273,22.896,-1428.010936,-1436.651735,-1444.356291,-1333.161696
gdb_18570,CC1CC2=CCCC12,3.53431,1.87889,1.53793,0.4709,81.13,-0.2201,0.026,0.2462,920.3633,0.178828,-311.859821,-311.852498,-311.851554,-311.891056,29.273,-1934.214289,-1947.395115,-1958.657647,-1800.571815
gdb_18571,CC1CC2=CCOC12,3.52211,2.04453,1.68903,1.3703,73.78,-0.2255,0.0097,0.2352,843.9188,0.154693,-347.777688,-347.770537,-347.769593,-347.808814,27.74,-1746.341859,-1757.852884,-1767.929424,-1625.745925
gdb_18572,CC1OC2=NCCC12,3.98471,1.91174,1.55833,3.7724,68.45,-0.2445,0.0218,0.2663,858.3724,0.14384,-363.847804,-363.840935,-363.839991,-363.878695,26.688,-1641.736109,-1652.534911,-1662.018455,-1527.370084
gdb_18573,OC1CC2=CCCC12,3.59973,1.93938,1.59995,1.1086,73.99,-0.2309,0.0164,0.2473,862.269,0.155417,-347.784506,-347.77754,-347.776596,-347.815451,27.863,-1750.620216,-1762.24733,-1772.323869,-1629.910702
gdb_18574,OC1CC2=CCOC12,3.61742,2.09638,1.7496,2.5198,67.43,-0.2236,0.0095,0.2331,794.4669,0.130922,-383.696132,-383.689208,-383.688263,-383.727125,26.54,-1558.831502,-1568.707239,-1577.597159,-1451.267047
gdb_18575,CC1CC2C=CCC12,3.13005,2.11363,1.6955,0.1946,78.7,-0.2311,0.0286,0.2597,874.1858,0.179268,-311.8752,-311.868015,-311.867071,-311.90655,28.759,-1943.86475,-1957.132173,-1968.394704,-1810.294439
gdb_18576,CC1CC2N=COC12,3.54861,2.16909,1.71616,1.7051,66.91,-0.2422,0.02,0.2622,808.8807,0.144268,-363.870106,-363.863319,-363.862375,-363.90132,26.046,-1655.730815,-1666.581073,-1676.064616,-1541.567475
gdb_18577,CC1OC2C=CCC12,3.31981,2.14509,1.74695,1.8328,71.34,-0.237,0.0128,0.2498,828.4805,0.155477,-347.802399,-347.795498,-347.794554,-347.833399,27.154,-1761.848234,-1773.516137,-1783.592676,-1641.173233
gdb_18578,OC1CC2C=CCC12,3.13743,2.24541,1.82012,1.4971,71.71,-0.2403,0.0178,0.2581,806.7944,0.156073,-347.802474,-347.795732,-347.794788,-347.833196,27.277,-1761.895297,-1773.662974,-1783.739513,-1641.045849
gdb_18579,OC1CC2N=COC12,3.74863,2.19222,1.72605,0.9417,59.7,-0.2557,0.0082,0.2639,761.6695,0.120782,-399.794577,-399.788157,-399.787213,-399.825351,24.727,-1472.002455,-1481.305276,-1489.602827,-1370.677949
gdb_18580,CC1CC2CC=CC12,3.62529,1.90885,1.5391,0.1574,79.44,-0.2328,0.0267,0.2595,911.1883,0.179259,-311.877633,-311.870483,-311.869539,-311.908744,28.771,-1945.391479,-1958.680865,-1969.943396,-1811.671194
gdb_18581,CC1CC2OC=NC12,3.7319,2.07779,1.66173,1.5418,67.13,-0.2429,0.0186,0.2616,821.0848,0.144264,-363.870432,-363.863697,-363.862753,-363.901392,26.058,-1655.935383,-1666.818271,-1676.301815,-1541.612655
gdb_18582,CC1OC2CC=CC12,3.5698,2.06803,1.6753,1.4905,72.41,-0.2413,0.0184,0.2596,842.3902,0.155195,-347.805771,-347.798826,-347.797882,-347.83676,27.244,-1763.964195,-1775.604486,-1785.681026,-1643.282291
gdb_18583,OC1CC2CC=CC12,3.67885,1.9586,1.5744,1.6836,71.83,-0.2369,0.0141,0.251,856.4664,0.155996,-347.804295,-347.797504,-347.79656,-347.835134,27.358,-1763.037991,-1774.77492,-1784.851459,-1642.261962
gdb_18584,OC1CC2OC=NC12,3.83957,2.15035,1.70626,1.9502,59.84,-0.252,0.0017,0.2538,764.7843,0.120886,-399.79688,-399.790544,-399.7896,-399.827436,24.614,-1473.447608,-1482.803139,-1491.100691,-1371.986305
gdb_18585,OC1CN2CC=CC12,3.78348,2.03706,1.62494,1.7917,68.43,-0.2187,0.0068,0.2255,822.1344,0.144275,-363.838558,-363.831899,-363.830955,-363.869353,26.374,-1635.934161,-1646.86474,-1656.348284,-1521.507895
gdb_18586,CC1CC2CCC=C12,4.00048,1.70212,1.33808,0.3954,81.74,-0.2202,0.0267,0.2469,986.905,0.178736,-311.861931,-311.854506,-311.853562,-311.893339,29.367,-1935.538333,-1948.655153,-1959.917685,-1802.004418
gdb_18587,CC1CC2OCC=C12,4.25635,1.74983,1.3879,1.6209,74.54,-0.2253,0.011,0.2364,928.1737,0.154632,-347.778434,-347.77125,-347.770306,-347.809671,27.814,-1746.809981,-1758.300298,-1768.376838,-1626.2837
gdb_18588,CC1OC2CCC=C12,4.09447,1.79126,1.43257,1.439,74.06,-0.235,0.0088,0.2438,918.2544,0.154715,-347.779824,-347.772653,-347.771709,-347.811028,27.867,-1747.682218,-1759.180693,-1769.257233,-1627.13523
gdb_18589,OC1CC2CCC=C12,4.10904,1.72742,1.35178,1.4344,74.88,-0.2217,0.02,0.2417,935.4721,0.155177,-347.784545,-347.777358,-347.776414,-347.815771,28.171,-1750.644688,-1762.133123,-1772.209663,-1630.111505
gdb_18590,OC1CC2OCC=C12,4.3548,1.78601,1.40935,1.8846,67.73,-0.2282,0.005,0.2332,874.4494,0.130996,-383.700435,-383.693464,-383.692519,-383.731525,26.653,-1561.531674,-1571.377917,-1580.267837,-1454.028087
gdb_18591,OC1CN2CCN=C12,4.27535,1.85764,1.43514,2.5686,65.81,-0.23,0.0121,0.2421,864.8764,0.132769,-379.897347,-379.890481,-379.889537,-379.928369,26.011,-1524.220616,-1534.132121,-1543.022668,-1416.314168
gdb_18592,CC1CC2CCCC12,3.15631,1.93515,1.58066,0.1323,80.43,-0.2737,0.0772,0.3509,938.3756,0.20301,-313.083586,-313.07605,-313.075106,-313.115147,30.418,-2074.28622,-2089.110493,-2101.559016,-1927.477352
gdb_18593,CC1CC2CCOC12,3.31967,2.02197,1.62734,1.4031,73.6,-0.2383,0.0776,0.3159,886.6407,0.17903,-349.00731,-348.999899,-348.998955,-349.038938,28.877,-1890.089111,-1903.214089,-1914.476621,-1756.437224
gdb_18594,CC1CC2COCC12,3.21154,2.05352,1.67069,1.5007,73.58,-0.2477,0.0775,0.3252,877.1353,0.179419,-349.004202,-348.99698,-348.996036,-349.035717,28.52,-1888.138813,-1901.38239,-1912.644922,-1754.416018
gdb_18595,CC1CC2OCCC12,3.30385,1.97159,1.61583,1.5016,73.19,-0.2403,0.0732,0.3135,890.9403,0.179191,-349.005706,-348.998409,-348.997465,-349.037181,28.81,-1889.082587,-1902.279101,-1913.541632,-1755.334691
gdb_18596,CC1CC2OCOC12,3.48523,2.06155,1.66906,1.3418,66.26,-0.2504,0.0737,0.3242,838.9195,0.15509,-384.932123,-384.924962,-384.924018,-384.963643,27.269,-1706.575359,-1718.079481,-1728.156021,-1585.970639
gdb_18597,CC1OC2CCCC12,3.25392,2.02791,1.68048,1.6034,73.69,-0.2394,0.0833,0.3227,879.3338,0.179259,-349.013868,-349.006631,-349.005686,-349.045026,28.784,-1894.204315,-1907.43848,-1918.700384,-1760.257499
gdb_18598,CC1OC2CCOC12,3.39725,2.12198,1.73075,0.7767,66.81,-0.2443,0.0887,0.333,829.1056,0.155259,-384.935462,-384.928378,-384.927434,-384.966647,27.236,-1708.670611,-1720.223052,-1730.299592,-1587.855676
gdb_18599,CC1OC2COCC12,3.26752,2.16587,1.78462,2.0599,66.75,-0.2464,0.0851,0.3315,818.4692,0.155536,-384.932204,-384.925307,-384.924363,-384.963141,26.914,-1706.626187,-1718.295972,-1728.372512,-1585.65563
gdb_18600,CN1CC2OCCC12,3.91921,1.85904,1.50586,1.5568,71.61,-0.2122,0.0882,0.3004,900.0243,0.16718,-365.04383,-365.036576,-365.035632,-365.075192,27.976,-1764.401568,-1776.735885,-1787.405421,-1636.960138
gdb_18601,OC1CC2CCCC12,3.2354,1.96845,1.60649,1.5826,72.97,-0.2515,0.0611,0.3126,887.6843,0.179618,-349.009925,-349.002676,-349.001732,-349.041364,29.128,-1891.730047,-1904.956682,-1916.219213,-1757.959561
gdb_18602,OC1CC2CCOC12,3.22185,2.17687,1.7334,2.5283,66.54,-0.2386,0.0657,0.3043,821.1317,0.155718,-384.928602,-384.921581,-384.920637,-384.959822,27.478,-1704.3659,-1715.957873,-1726.034413,-1583.572927
gdb_18603,OC1CC2COCC12,3.10674,2.27674,1.83168,2.2951,66.14,-0.2503,0.0686,0.3189,798.599,0.156632,-384.932069,-384.925455,-384.924511,-384.962751,26.661,-1706.541473,-1718.388843,-1728.465383,-1585.410901
gdb_18604,OC1CC2OCCC12,3.32711,2.04182,1.66748,0.4053,65.86,-0.247,0.0547,0.3017,835.0408,0.155601,-384.931117,-384.924077,-384.923133,-384.962494,27.591,-1705.944085,-1717.524136,-1727.600675,-1585.249631
gdb_18605,OC1CC2OCOC12,3.50975,2.1908,1.74602,1.0822,58.83,-0.2539,0.063,0.3169,774.976,0.131984,-420.857525,-420.850859,-420.849915,-420.888743,25.617,-1523.43121,-1533.468216,-1542.358764,-1415.75192
gdb_18606,CC1C2C=CC(=O)C12,3.15113,2.08238,1.74773,3.6174,70.38,-0.2362,-0.0512,0.185,817.7499,0.131502,-346.625072,-346.618215,-346.61727,-346.655918,26.636,-1650.916566,-1660.834973,-1669.724893,-1543.51589
gdb_18607,CC1C2C=CC(=O)N12,3.04493,2.39731,1.84453,4.3519,66.67,-0.2469,-0.0518,0.1952,767.8341,0.119863,-362.674218,-362.667556,-362.666612,-362.704872,25.575,-1533.151952,-1542.303543,-1550.601094,-1432.008168
gdb_18608,CN1C2C=CC(=O)C12,3.27609,2.16233,1.79682,3.0625,66.59,-0.2329,-0.067,0.1659,781.9746,0.119479,-362.650731,-362.643975,-362.643031,-362.681484,25.844,-1518.413648,-1527.506253,-1535.803805,-1417.331988
gdb_18609,OC1C2C=CC(=O)C12,3.29516,2.10945,1.78689,3.5225,63.5,-0.2431,-0.0614,0.1817,768.6508,0.107889,-382.547495,-382.541015,-382.540071,-382.577996,25.262,-1465.903067,-1474.280312,-1481.984868,-1371.400839
gdb_18610,CC1C2C=CC(C)C12,2.75557,2.16612,1.71928,0.195,79.28,-0.2219,0.0212,0.2431,889.3216,0.178216,-311.870174,-311.862505,-311.861561,-311.901487,30.512,-1940.710889,-1953.674598,-1964.937129,-1807.117361
gdb_18611,CC1C2C=CC(O)C12,2.78348,2.25036,1.76882,1.7873,71.65,-0.2305,0.0061,0.2366,835.5473,0.154944,-347.79449,-347.787112,-347.786168,-347.825595,29.19,-1756.885265,-1768.253846,-1778.330386,-1636.276153
gdb_18612,CC1C=CC2C(O)C12,2.85891,2.26602,1.81113,1.5623,71.77,-0.2218,0.0078,0.2296,826.0295,0.154929,-347.795824,-347.788622,-347.787678,-347.826665,28.947,-1757.722362,-1769.201385,-1779.277924,-1636.947588
gdb_18613,CN1C2C=CC(O)C12,2.89796,2.37083,1.84357,2.3847,68.69,-0.2209,-0.0025,0.2185,795.0234,0.142555,-363.823931,-363.816526,-363.815582,-363.855112,28.534,-1626.755587,-1637.218044,-1646.701588,-1512.571539
gdb_18614,OC1C2C=CC(O)C12,2.87564,2.44456,1.9119,2.502,63.87,-0.2388,-0.0052,0.2336,761.3436,0.131686,-383.722246,-383.715409,-383.714465,-383.752829,27.334,-1575.218272,-1585.148602,-1594.03915,-1467.396539
gdb_18615,CC1=CCC2C(O)C12,3.03878,2.01312,1.67223,1.6719,72.84,-0.2192,0.0182,0.2374,871.1723,0.154403,-347.803937,-347.796487,-347.795543,-347.835195,29.294,-1762.813343,-1774.136743,-1784.213282,-1642.30024
gdb_18616,CC1C2CC=C(C)C12,2.91091,1.96384,1.61297,0.2217,80.27,-0.2154,0.0306,0.246,928.8955,0.177788,-311.879618,-311.871729,-311.870785,-311.911321,30.781,-1946.637084,-1959.462741,-1970.725272,-1813.288284
gdb_18617,CC1C2CCC(=O)C12,2.95056,1.97428,1.67054,3.2255,71.35,-0.2328,-0.0096,0.2232,873.7663,0.154828,-347.830101,-347.822643,-347.821699,-347.861834,28.51,-1779.231488,-1790.549868,-1800.626408,-1659.016452
gdb_18618,CC1C2CCC(=O)N12,2.81361,2.34914,1.74571,3.8489,67.39,-0.2424,-0.0025,0.2399,820.695,0.143165,-363.87754,-363.870251,-363.869307,-363.909235,27.46,-1660.395717,-1670.930965,-1680.414509,-1546.534209
gdb_18619,CC1C2CNC(=O)C12,3.06051,2.057,1.72467,3.8567,67.91,-0.2364,0.0315,0.2678,836.8466,0.144231,-363.899788,-363.892537,-363.891593,-363.93114,27.708,-1674.356537,-1684.915631,-1694.399174,-1560.279793
gdb_18620,CC1C2CNC(=O)N12,2.97888,2.31677,1.81639,4.7874,64.16,-0.2469,0.0372,0.284,790.2123,0.132309,-379.942109,-379.934941,-379.933996,-379.973438,26.87,-1552.309174,-1562.031171,-1570.921091,-1444.595371
gdb_18621,CC1C2COC(=N)C12,3.12431,2.06688,1.7674,3.2072,69.29,-0.2506,0.0268,0.2774,830.3662,0.144123,-363.874741,-363.867674,-363.86673,-363.90586,27.225,-1658.639319,-1669.313875,-1678.797418,-1544.416366
gdb_18622,CC1C2COC(=N)N12,3.04847,2.30072,1.85448,4.0891,65.44,-0.2495,0.0311,0.2806,786.3335,0.132085,-379.913828,-379.906853,-379.905909,-379.944943,26.385,-1534.562592,-1544.405698,-1553.296246,-1426.714503
gdb_18623,CC1C2COC(=O)C12,3.13471,2.08415,1.77549,4.4851,64.01,-0.2612,0.0103,0.2716,810.943,0.131979,-383.77679,-383.769883,-383.768939,-383.807807,26.257,-1609.445123,-1619.331528,-1628.222075,-1501.895728
gdb_18624,CC1C2COC(=O)N12,3.05612,2.33124,1.8619,4.9829,60.31,-0.2673,0.0155,0.2828,767.4975,0.120101,-399.818294,-399.811506,-399.810562,-399.849252,25.334,-1486.885086,-1495.956983,-1504.254535,-1385.676041
gdb_18625,CC1C2N1CCC2=O,3.07771,2.01466,1.72561,2.4685,67.9,-0.2353,-0.0235,0.2119,839.8253,0.142915,-363.863869,-363.856601,-363.855657,-363.895337,27.673,-1651.817041,-1662.365467,-1671.849011,-1537.813088
gdb_18626,CC1C2OCC(=O)C12,3.11469,2.03203,1.71311,2.2803,64.64,-0.2429,-0.0231,0.2198,825.7191,0.13034,-383.743935,-383.736655,-383.735711,-383.775607,27.058,-1588.828315,-1598.480659,-1607.371206,-1481.689939
gdb_18627,CN1C2CCC(=O)C12,3.06121,2.05865,1.72444,2.9615,68.46,-0.2282,-0.022,0.2062,834.812,0.142772,-363.860368,-363.853024,-363.85208,-363.892041,27.659,-1649.620132,-1660.120868,-1669.604411,-1535.744819
gdb_18628,CN1C2CNC(=O)C12,3.18811,2.13512,1.77412,3.8203,64.79,-0.2337,0.0175,0.2512,800.1311,0.13232,-379.929445,-379.922351,-379.921407,-379.96062,26.828,-1544.3624,-1554.130833,-1563.02138,-1436.551961
gdb_18629,CN1C2COC(=N)C12,3.25329,2.14681,1.81984,2.865,66.25,-0.2412,0.0128,0.2541,793.6734,0.132253,-379.90481,-379.897917,-379.896973,-379.93573,26.303,-1528.903716,-1538.798278,-1547.688825,-1420.933262
gdb_18630,CN1C2COC(=O)C12,3.2682,2.16039,1.82804,3.7155,60.95,-0.2495,-0.0049,0.2446,774.8606,0.120091,-399.805369,-399.798636,-399.797692,-399.836189,25.351,-1478.774532,-1487.880942,-1496.178494,-1377.478891
gdb_18631,OC1C2CCC(=O)C12,3.1073,2.02381,1.74707,2.5562,64.33,-0.2352,-0.0099,0.2253,814.2973,0.131543,-383.756069,-383.749092,-383.748148,-383.787201,26.982,-1596.442509,-1606.284988,-1615.175536,-1488.965278
gdb_18632,OC1C2CNC(=O)C12,3.23667,2.07573,1.79221,3.6652,60.59,-0.2437,0.0141,0.2578,782.13,0.121106,-399.822083,-399.815438,-399.814494,-399.852752,25.912,-1489.262717,-1498.424349,-1506.7219,-1387.872323
gdb_18633,OC1C2COC(=N)C12,3.28438,2.09766,1.83151,2.9364,61.95,-0.2544,0.0144,0.2688,776.9025,0.120479,-399.796285,-399.789569,-399.788625,-399.827067,25.918,-1473.07424,-1482.191318,-1490.48887,-1371.754754
gdb_18634,OC1C2COC(=O)C12,3.28282,2.12171,1.83977,3.9973,56.77,-0.2623,-0.0022,0.2601,757.7269,0.108341,-419.697897,-419.691354,-419.690409,-419.728568,24.931,-1423.605823,-1431.942908,-1439.646836,-1328.954248
gdb_18635,OC1C2NCC(=O)C12,3.27505,2.0438,1.76526,4.1208,60.64,-0.2276,-0.0172,0.2104,786.9749,0.120028,-399.790043,-399.783206,-399.782262,-399.821243,26.207,-1469.157329,-1478.198478,-1486.49603,-1368.100142
gdb_18636,OC1C2OCC(=O)C12,3.32739,2.06613,1.78266,2.792,57.33,-0.2494,-0.0268,0.2225,768.4236,0.106935,-419.666719,-419.659905,-419.658961,-419.697912,25.528,-1404.041347,-1412.208377,-1419.912932,-1309.717332
gdb_18637,CC1C2C(O)CCN12,2.70801,2.19723,1.75251,2.0663,70.14,-0.2185,0.0643,0.2828,857.6799,0.166719,-365.037851,-365.029957,-365.029013,-365.069992,29.988,-1760.649692,-1772.582403,-1783.251939,-1633.697091
gdb_18638,CC1C2CCC(C)C12,2.57887,2.04136,1.62742,0.1498,80.92,-0.2559,0.0784,0.3342,953.4327,0.202054,-313.077873,-313.069676,-313.068732,-313.10996,32.088,-2070.701261,-2085.110751,-2097.559274,-1924.222463
gdb_18639,CC1C2CCC(O)C12,2.58766,2.16095,1.688,1.3682,73.8,-0.2499,0.0721,0.322,893.8986,0.178415,-349.002132,-348.994069,-348.993125,-349.034441,30.881,-1886.839869,-1899.555712,-1910.818243,-1753.615316
gdb_18640,CC1C2COC(C)C12,2.75124,2.1321,1.74139,1.3845,74.31,-0.2429,0.0817,0.3246,886.8457,0.178153,-349.004857,-348.997071,-348.996126,-349.036399,30.383,-1888.549831,-1901.439494,-1912.701398,-1754.843979
gdb_18641,CC1C2OCC(C)C12,2.69417,2.10362,1.68618,1.4592,73.67,-0.2245,0.0791,0.3036,900.5966,0.17806,-348.994377,-348.986403,-348.985459,-349.026363,30.484,-1881.973537,-1894.745228,-1906.007759,-1748.546298
gdb_18642,CC1C2OCC(O)C12,2.71743,2.32347,1.77238,1.8676,67.13,-0.2337,0.0656,0.2993,831.562,0.1542,-384.918346,-384.910621,-384.909677,-384.950273,29.227,-1697.930167,-1709.080375,-1719.156914,-1577.580844
gdb_18643,CC1CCC2C(O)C12,2.7042,2.13195,1.72126,1.3707,73.8,-0.2448,0.069,0.3139,886.8813,0.178667,-349.00505,-348.997277,-348.996333,-349.036589,30.661,-1888.670941,-1901.568761,-1912.831292,-1754.963205
gdb_18644,CC1COC2C(O)C12,2.85732,2.18311,1.80459,1.071,66.11,-0.2347,0.0751,0.3098,831.187,0.154506,-384.920591,-384.912947,-384.912003,-384.952332,29.102,-1699.338925,-1710.539961,-1720.6165,-1578.872885
gdb_18645,CC1OCC2C(O)C12,2.87741,2.22215,1.8399,2.1278,66.65,-0.236,0.0732,0.3092,822.4282,0.155215,-384.93091,-384.923759,-384.922815,-384.96183,28.45,-1705.814191,-1717.324588,-1727.401128,-1584.832965
gdb_18646,CC1OCC2C1N2C,3.48818,1.8414,1.6941,0.747,70.99,-0.2203,0.0884,0.3087,883.5684,0.166088,-365.037976,-365.030225,-365.029281,-365.069646,29.567,-1760.728131,-1772.750576,-1783.420111,-1633.479973
gdb_18647,CN1C2CCC(O)C12,2.71914,2.22316,1.74045,2.4588,70.7,-0.2156,0.0669,0.2824,855.916,0.166528,-365.035134,-365.027246,-365.026302,-365.067224,29.962,-1758.94475,-1770.881226,-1781.550762,-1631.960146
gdb_18648,OC1C2CCC(O)C12,2.71177,2.27706,1.7892,3.024,66.03,-0.246,0.0592,0.3051,825.3907,0.155581,-384.932185,-384.924791,-384.923847,-384.96349,29.088,-1706.614264,-1717.972177,-1728.048717,-1585.87463
gdb_18649,OC1C2OCC(O)C12,2.8238,2.45205,1.90425,2.1203,58.84,-0.2464,0.0704,0.3168,761.1473,0.131927,-420.849061,-420.842333,-420.841389,-420.879804,26.671,-1518.119974,-1528.118074,-1537.008622,-1410.142617
gdb_18650,O=C1C=CCC2CC12,3.2753,2.26912,1.53586,3.8825,71.01,-0.2338,-0.0432,0.1906,829.322,0.132767,-346.631699,-346.625225,-346.624281,-346.662205,25.596,-1655.075068,-1665.233811,-1674.124359,-1547.461039
gdb_18651,O=C1C=CCC2CN12,3.15394,2.57279,1.54875,4.39,67.09,-0.2429,-0.0416,0.2013,798.2606,0.120894,-362.67125,-362.664782,-362.663837,-362.702081,24.729,-1531.289505,-1540.562833,-1548.859757,-1430.256791
gdb_18652,O=C1C=CCC2NC12,3.3611,2.29136,1.54042,3.9341,67.66,-0.2346,-0.0472,0.1874,810.3607,0.121276,-362.670734,-362.664375,-362.663431,-362.701197,24.806,-1530.96571,-1540.307437,-1548.604988,-1429.702073
gdb_18653,O=C1C=CCC2OC12,3.42902,2.31058,1.5567,3.9274,64.02,-0.2466,-0.0586,0.188,790.5054,0.108397,-382.552753,-382.546475,-382.54553,-382.583191,24.071,-1469.202509,-1477.706511,-1485.410439,-1374.660748
gdb_18654,O=C1C=CCN2CC12,3.41585,2.31366,1.57429,3.4128,67.88,-0.2351,-0.0537,0.1813,798.4029,0.120784,-362.662668,-362.656323,-362.655379,-362.693065,24.756,-1525.904223,-1535.254734,-1543.552286,-1424.59917
gdb_18655,O=C1C=CNC2CC12,3.40599,2.32175,1.54545,5.5214,68.34,-0.2083,-0.0231,0.1852,801.776,0.121533,-362.684816,-362.678368,-362.677424,-362.715206,25.461,-1539.802292,-1549.08817,-1557.385722,-1438.492846
gdb_18656,O=C1CC=CC2CC12,3.19085,2.30292,1.54734,3.0885,69.87,-0.2276,-0.0117,0.2158,826.2545,0.132165,-346.627366,-346.620765,-346.619821,-346.658153,25.944,-1652.356071,-1662.435121,-1671.325668,-1544.918373
gdb_18657,O=C1CC=CC2CN12,3.07254,2.68617,1.61834,3.5255,66.8,-0.2376,-0.003,0.2347,779.7952,0.120811,-362.6739,-362.667537,-362.666592,-362.704338,24.727,-1532.952404,-1542.29162,-1550.588544,-1431.673079
gdb_18658,O=C1CC=CC2NC12,3.25639,2.3367,1.59361,2.904,66.2,-0.2299,-0.0201,0.2099,798.1511,0.120733,-362.665043,-362.658616,-362.657672,-362.6956,25.127,-1527.394557,-1536.693612,-1544.991164,-1426.189905
gdb_18659,O=C1CC=CC2OC12,3.3192,2.35624,1.61422,2.6184,62.35,-0.2446,-0.0351,0.2095,777.6151,0.107904,-382.546577,-382.540241,-382.539297,-382.577097,24.37,-1465.327014,-1473.79462,-1481.499176,-1370.836709
gdb_18660,O=C1CN=CN2CC12,3.37874,2.41273,1.56744,2.2501,62.68,-0.2342,-0.0362,0.198,778.1274,0.10857,-378.711933,-378.70547,-378.704526,-378.743081,24.128,-1408.214282,-1416.601568,-1424.306123,-1313.757862
gdb_18661,O=C1NC=CC2CC12,3.39461,2.36662,1.55564,3.1163,67.11,-0.211,-0.0003,0.2107,798.2603,0.121934,-362.70249,-362.696178,-362.695234,-362.732787,25.098,-1550.892886,-1560.264105,-1568.561657,-1449.525082
gdb_18662,O=C1NC=CC2CN12,3.40816,2.57058,1.59262,3.9499,63.7,-0.2186,-0.0096,0.209,764.5948,0.109765,-378.739131,-378.732806,-378.731861,-378.769707,24.35,-1425.281272,-1433.755154,-1441.459082,-1330.465917
gdb_18663,O=C1NC=CC2NC12,3.47523,2.39531,1.56735,3.0474,63.81,-0.2176,-0.0109,0.2067,777.6904,0.11048,-378.739423,-378.733266,-378.732321,-378.769601,24.258,-1425.464505,-1434.043808,-1441.747736,-1330.399401
gdb_18664,O=C1NC=CC2OC12,3.55673,2.41197,1.587,3.5319,60.15,-0.2304,-0.0243,0.2061,757.2199,0.097699,-398.62208,-398.616035,-398.615091,-398.652197,23.451,-1364.101655,-1371.862686,-1378.974245,-1275.735837
gdb_18665,O=C1NC=NC2CC12,3.56666,2.37367,1.59828,1.4704,63.05,-0.2415,-0.0157,0.2258,767.9337,0.11046,-378.760636,-378.75455,-378.753606,-378.790769,23.822,-1438.775853,-1447.399709,-1455.104265,-1343.682512
gdb_18666,O=C1OC=NC2CC12,3.60925,2.42557,1.63305,2.6066,58.83,-0.2659,-0.0232,0.2427,745.4708,0.097415,-398.630354,-398.624362,-398.623418,-398.660534,22.911,-1369.293664,-1377.087953,-1384.199513,-1280.96738
